Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Зарын дугаар: ,Огноо,Зарын гарчиг,Үнэ,Байрлал,Хэрэглэгчийн нэр,Хэрэглэгчийн дугаар,Үзсэн,Зарын тайлбар
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,40.54 м²,1,Лизинггүй,Баянзүрх,2,Сансар,4598672,Нийтэлсэн: 2020-12-24 19:16,Sansart 1 uruu bair 40.54m2,1700000.0,Улаанбаатар,,,980,1
Паркет,1 тагттай,2005,Байхгүй,Төмөр вакум,5,Бүргэд,35.0 м²,1,Лизинггүй,Баянгол,3,"3, 4 хороолол",4579439,Нийтэлсэн: 2020-12-24 14:52,Модны-2 засвартай 2 өрөө байр,69000000.0,Улаанбаатар,,,366,13
Паркет,1 тагттай,2008,Байхгүй,Вакум,10,Бүргэд,41.29 м²,3,Лизинггүй,Баянзүрх,2,13-р хороолол,4598952,Нийтэлсэн: 2020-12-24 22:37,13 хороололд 41.29м2 тай 1 өрөө байр,80000000.0,Улаанбаатар,,,458,1
Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Төмөр,32.2 м²,14,Лизинггүй,Баянзүрх,1,Бусад,4599188,Нийтэлсэн: 2020-12-25 10:08,Баганат хороололд 1 өрөө байр 32.2м2,1600000.0,Улаанбаатар,,,595,7
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,41.0 м²,2,Лизинггүй,Баянзүрх,1,14-р хороолол,4168443,Нийтэлсэн: 2020-12-26 11:46,1 өрөө байр 41м2,1800000.0,Улаанбаатар,,,465,1
Паркет,1 тагттай,2008,Байхгүй,Вакум,12,Бүргэд,29.0 м²,7,Банкны лизингтэй,Чингэлтэй,1,Баянбүрд,4452034,Нийтэлсэн: 2020-12-25 10:09,Хагас тавилгатай 1өрөө байр,60000000.0,Улаанбаатар,,,2342,5
Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Бүргэд,35.0 м²,4,Лизинггүй,Баянгол,2,5 шар,4587825,Нийтэлсэн: 2020-12-25 14:51,5-н шард 1өрөө байр 35м2,56000000.0,Улаанбаатар,,,419,1
Цемент,1 тагттай,1989,Байхгүй,Вакум,5,Бүргэд,18.0 м²,5,Лизинггүй,Сонгино Хайрхан,2,Орбит,4600305,Нийтэлсэн: 2020-12-25 22:44,1 өрөө байр,48000000.0,Улаанбаатар,,,590,2
Паркет,1 тагттай,2015,Байхгүй,Вакум,10,Бүргэд,24.0 м²,1,Лизинггүй,Хан-Уул,2,Нисэх,4374561,Нийтэлсэн: 2020-12-26 19:07,24м2 1өрөө байр,45000000.0,Улаанбаатар,,,4216,1
Паркет,1 тагттай,2020,Байгаа,Вакум,15,Бүргэд,32.42 м²,3,Лизинггүй,Баянзүрх,2,Бусад,4436300,Нийтэлсэн: 2020-12-27 10:57,Комфорт-3 хотхонд 1 өрөө 32m2 байр,64000000.0,Улаанбаатар,,,357,7
Паркет,1 тагттай,2020,Байхгүй,Вакум,11,Бүргэд,44.79 м²,4,Лизинггүй,Баянзүрх,2,Бага тойрог,4601699,Нийтэлсэн: 2020-12-26 22:53,44.79 мкв-тай 1өрөө байр,2500000.0,Улаанбаатар,,,435,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,10,Бүргэд,35.0 м²,4,Лизинггүй,Баянзүрх,2,Амгалан,4097353,Нийтэлсэн: 2020-12-28 00:15,"Ботаник центр хотхонд, 1 өрөө байр 31.7м2",1700000.0,Улаанбаатар,,,1409,1
Паркет,Тагтгүй,2020,Байхгүй,Вакум,4,Бүргэд,30.0 м²,4,Лизинггүй,Баянзүрх,2,Сансар,4233180,Нийтэлсэн: 2020-12-28 11:21,1 oroo bair 30m2,48000000.0,Улаанбаатар,,,4583,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,34.29 м²,4,Лизинггүй,Баянзүрх,1,Бусад,4383997,Нийтэлсэн: 2020-12-26 22:15,1 өрөө байр,52000000.0,Улаанбаатар,,,1489,9
Паркет,1 тагттай,2009,Байхгүй,Вакум,12,Бүргэд,31.0 м²,2,Лизинггүй,Хан-Уул,1,Хурд,4603603,Нийтэлсэн: 2020-12-28 12:57,Хурд рапидад 1 өрөө,65000000.0,Улаанбаатар,,,876,2
Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,31.0 м²,1,Лизинггүй,Баянгол,1,Бусад,4510011,Нийтэлсэн: 2020-12-28 13:20,Өнөр хороололд 1 өрөө байр,65000000.0,Улаанбаатар,,,375,13
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,31.9 м²,4,Лизинггүй,Баянзүрх,1,16-р хороолол,4603487,Нийтэлсэн: 2020-12-28 11:58,1 өрөө байр 31.9м2,57420000.0,Улаанбаатар,,,470,8
Паркет,1 тагттай,2013,Байхгүй,Вакум,7,Бүргэд,46.0 м²,5,Лизинггүй,Сонгино Хайрхан,2,5 шар,4604090,Нийтэлсэн: 2020-12-28 17:19,5 шард 1 өрөө байр,55000000.0,Улаанбаатар,,,396,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,45.0 м²,4,Лизинггүй,Баянгол,2,25-р эмийн сан,4453752,Нийтэлсэн: 2020-12-30 17:27,25-ын kfc-н ард гал тогоо тусдаа 1 өрөө байр 45м2,70000000.0,Улаанбаатар,,,265,4
Паркет,1 тагттай,2003,Байхгүй,Вакум,9,Бүргэд,60.0 м²,9,Лизинггүй,Баянзүрх,3,13-р хороолол,4604431,Нийтэлсэн: 2020-12-28 21:31,1 өрөө,82000000.0,Улаанбаатар,,,354,1
Паркет,Тагтгүй,2010,Байхгүй,Вакум,9,Мод,36.2 м²,2,Лизинггүй,Хан-Уул,2,Хурд,4443871,Нийтэлсэн: 2020-12-29 10:11,Хурд rapid 1 өрөө 36.20м2 байр,75000000.0,Улаанбаатар,,,434,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,9,Бүргэд,34.0 м²,4,Лизинггүй,Баянзүрх,1,Амгалан,4147599,Нийтэлсэн: 2020-12-30 19:37,Шинэ амгалан хотхонд 34м2 1 өрөө байр,55000000.0,Улаанбаатар,,,279,5
Паркет,Тагтгүй,2015,Байхгүй,Вакум,6,Бүргэд,34.0 м²,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",4530046,Нийтэлсэн: 2020-12-28 20:27,Хороололд 1 өрөө байр,60000000.0,Улаанбаатар,,,1028,1
Плита,Тагтгүй,2010,Байхгүй,Вакум,12,Төмөр,28.0 м²,1,Лизинггүй,Баянгол,1,10-р хороолол,4606809,Нийтэлсэн: 2020-12-30 22:37,1 өрөө 28м2,53000000.0,Улаанбаатар,,,424,2
Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Бүргэд,20.2 м²,3,Лизинггүй,Хан-Уул,1,Viva city,4551695,Нийтэлсэн: 2020-12-30 20:34,1 өрөө 20.2m2 bair,40000000.0,Улаанбаатар,,,1505,1
Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,28.0 м²,10,Лизинггүй,Баянгол,1,"3, 4 хороолол",4603580,Нийтэлсэн: 2020-12-31 12:06,Гэмтлийн эмнэлгийн ард 28м2 1 өрөө,51000000.0,Улаанбаатар,,,334,5
Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,40.0 м²,1,Банкны лизингтэй,Орон нутаг,3,5-р хороолол,4117276,Нийтэлсэн: 2020-12-31 13:27,Uilchilgeenii zoriulalttai 1 davxriin 1 uruu bair 40m2,75000000.0,Орхон,,,527,1
Паркет,Тагтгүй,2010,Байхгүй,Вакум,5,Бүргэд,24.0 м²,2,Лизинггүй,Баянгол,1,6-р бичил,4601342,Нийтэлсэн: 2020-12-31 13:36,1 oroo bair 24m2,50000000.0,Улаанбаатар,,,539,1
Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Төмөр,31.8 м²,3,Лизинггүй,Баянгол,2,Төмөр зам,3962728,Нийтэлсэн: 2021-01-01 00:20,Bars zahiin ard 1 oroo bair,63000000.0,Улаанбаатар,,,386,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,7,Бүргэд,30.34 м²,3,Лизинггүй,Хан-Уул,1,Яармаг,4594996,Нийтэлсэн: 2021-01-11 09:27,Яармагт нүхтийн ам явах замд 1-өрөө байр,51500000.0,Улаанбаатар,,,164,10
Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,34.22 м²,4,Лизинггүй,Баянзүрх,1,14-р хороолол,4607529,Нийтэлсэн: 2021-01-01 12:40,34.22m2 1 uruu,58000000.0,Улаанбаатар,,,423,1
Паркет,1 тагттай,2007,Байхгүй,Модон вакум,9,Бүргэд,42.6 м²,7,Лизинггүй,Сүхбаатар,2,Бусад,4623000,Нийтэлсэн: 2021-01-11 09:58,Урлан бүтээхийн ард ногоон урлан хотхонд 1өрөө,79000000.0,Улаанбаатар,,,164,1
Паркет,1 тагттай,1980,Байхгүй,Вакум,6,Төмөр,36.0 м²,5,Лизинггүй,Баянзүрх,3,16-р хороолол,2965128,Нийтэлсэн: 2021-01-11 10:03,16 батлан хамгаалахын их сургууль 1 өрөө байр 36m2,50000000.0,Улаанбаатар,,,77,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,36.6 м²,1,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,4579201,Нийтэлсэн: 2021-01-11 10:13,21р хороолол 1 өрөө байр,50000000.0,Улаанбаатар,,,131,1
Паркет,Тагтгүй,2020,Байгаа,Вакум,16,Төмөр,30.02 м²,13,Лизинггүй,Баянгол,1,Төмөр зам,4578956,Нийтэлсэн: 2021-01-11 10:15,Tumur zamd 1 uruu 30.02м2,66000000.0,Улаанбаатар,,,142,14
Паркет,Тагтгүй,2021,Байхгүй,Вакум,16,Бүргэд,24.04 м²,4,Лизинггүй,Баянзүрх,1,16-р хороолол,4623021,Нийтэлсэн: 2021-01-11 10:07,Цайз захын уулзварт 1 өрөө байр,43000000.0,Улаанбаатар,,,278,1
Мод,Тагтгүй,1980,Байхгүй,Мод,1,Мод,69.0 м²,1,Лизинггүй,Орон нутаг,1,Бусад,3649837,Нийтэлсэн: 2021-01-11 11:24,Төв зуунмод сум төвд хуучны нэг өрөө орон сууц,35000000.0,Төв,,,42,7
Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,24.04 м²,11,Лизинггүй,Баянзүрх,1,16-р хороолол,4477969,Нийтэлсэн: 2021-01-11 11:07,1 өрөө байр 24.04м2,43000000.0,Улаанбаатар,,,265,2
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,3.0 м²,4,Лизинггүй,Баянзүрх,1,Бусад,4623318,Нийтэлсэн: 2021-01-11 12:04,Шинэ амгалан хотхонд 34 мкв 1 өрөө,1650000.0,Улаанбаатар,,,104,3
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,35.47 м²,10,Хувь лизингтэй,Баянзүрх,2,Офицер,4580546,Нийтэлсэн: 2021-01-11 14:22,1 өрөө байр,35470000.0,Улаанбаатар,,,416,12
Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,40.0 м²,1,Лизинггүй,Сонгино Хайрхан,2,Москва хороолол,4492888,Нийтэлсэн: 2021-01-11 13:35,Москва хороололд 1 өрөө 40м2,65000000.0,Улаанбаатар,,,509,7
Паркет,Тагтгүй,2012,Байхгүй,Вакум,7,Бүргэд,27.0 м²,5,Лизинггүй,Баянгол,1,"3, 4 хороолол",4623816,Нийтэлсэн: 2021-01-11 15:01,"Хороолол, гэмтэлийн эмнэлэг дунд зам дагуу 1өрөө байр 27м2.",45000000.0,Улаанбаатар,,,597,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,35.27 м²,4,Хувь лизингтэй,Налайх,2,Бусад,4587192,Нийтэлсэн: 2021-01-11 14:41,Городокт 1 өрөө 35.27м2,35000000.0,Улаанбаатар,,,215,3
Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Вакум,43.4 м²,6,Банкны лизингтэй,Хан-Уул,1,Бусад,4623804,Нийтэлсэн: 2021-01-11 14:52,Han-uul duurgiin 3-r horoond 43.4m2 1 uruu bair,1750000.0,Улаанбаатар,,,142,1
Паркет,Тагтгүй,2016,Байхгүй,Вакум,4,Бүргэд,30.0 м²,3,Лизинггүй,Хан-Уул,2,Яармаг,4623958,Нийтэлсэн: 2021-01-11 15:38,Вива сити-д 1 өрөө байр,50000000.0,Улаанбаатар,,,206,1
Паркет,1 тагттай,2008,Байхгүй,Вакум,10,Бүргэд,30.0 м²,7,Банкны лизингтэй,Чингэлтэй,1,Бага тойрог,4624073,Нийтэлсэн: 2021-01-11 16:19,Хотын төвд 1 өрөө,68000000.0,Улаанбаатар,,,290,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,29.54 м²,11,Хувь лизингтэй,Хан-Уул,1,Нисэх,4388077,Нийтэлсэн: 2021-01-11 16:05,Нисэхэд шүрт хотхонд 29.54м2 1 өрөө байр,53172000.0,Улаанбаатар,,,81,9
Паркет,1 тагттай,2017,Байхгүй,Вакум,13,Бүргэд,32.4 м²,11,Лизинггүй,Баянзүрх,1,Сансар,4546549,Нийтэлсэн: 2021-01-11 16:42,Jukov hotgond 1 uruu,52000000.0,Улаанбаатар,,,209,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,28.0 м²,2,Лизинггүй,Баянгол,1,"3, 4 хороолол",4532745,Нийтэлсэн: 2021-01-11 17:20,"3,4-р хорооллын эцэст 1 өрөө байр",52000000.0,Улаанбаатар,,,200,5
Паркет,1 тагттай,2013,Байхгүй,Вакум,15,Бүргэд,34.58 м²,10,Лизинггүй,Хан-Уул,1,120 мянгат,4624141,Нийтэлсэн: 2021-01-11 17:37,Kh хотхон 1 өрөө байр,96824000.0,Улаанбаатар,,,221,9
Паркет,Тагтгүй,2008,Байхгүй,Вакум,7,Бүргэд,47.0 м²,7,Лизинггүй,Баянгол,2,"3, 4 хороолол",4625051,Нийтэлсэн: 2021-01-11 23:00,Гал тогоо тусдаа 1 өрөө байр,70000000.0,Улаанбаатар,,,171,1
Паркет,Тагтгүй,2020,Байхгүй,Вакум,16,Бүргэд,24.04 м²,6,Лизинггүй,Баянзүрх,1,Бусад,4624436,Нийтэлсэн: 2021-01-11 18:33,Sky residence -2т шинэ 1 өрөө байр,41000000.0,Улаанбаатар,,,403,8
Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Төмөр,33.0 м²,3,Лизинггүй,Баянзүрх,3,Баянмонгол хороолол,4624796,Нийтэлсэн: 2021-01-11 21:12,Саруул хотхонд 1 өрөө,66800000.0,Улаанбаатар,,,160,1
Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,24.0 м²,11,Лизинггүй,Баянзүрх,2,Бусад,4625093,Нийтэлсэн: 2021-01-12 08:12,1 өрөө байр,43000000.0,Улаанбаатар,,,292,9
Паркет,1 тагттай,2014,Байгаа,Вакум,12,Бүргэд,33.75 м²,12,Лизинггүй,Баянзүрх,2,Сансар,4625069,Нийтэлсэн: 2021-01-12 08:18,"Хотын төвд чингис зочид буудлын зүүн талд 1 өрөө байр 33,75м2",85000000.0,Улаанбаатар,,,193,8
Паркет,1 тагттай,2013,Байхгүй,Вакум,11,Бүргэд,33.4 м²,4,Лизинггүй,Сонгино Хайрхан,1,Москва хороолол,4625342,Нийтэлсэн: 2021-01-12 09:45,1өрөө байр 33.4м2,55000000.0,Улаанбаатар,,,414,1
Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,38.0 м²,4,Лизинггүй,Хан-Уул,1,Яармаг,4184246,Нийтэлсэн: 2021-01-12 12:51,Вива сити хотхонд 1 өрөө байр,57000000.0,Улаанбаатар,,,59,1
Ламинат,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,39.0 м²,11,Лизинггүй,Баянзүрх,2,14-р хороолол,4493698,Нийтэлсэн: 2021-01-12 14:07,Аман хуур хотхоны баруун талд 51а 1 өрөө байр галтогоо тусдаа,78000000.0,Улаанбаатар,,,55,8
Мод,Тагтгүй,1998,Байхгүй,Мод,2,Мод,30.0 м²,1,Хувь лизингтэй,Орон нутаг,3,Бусад,3842286,Нийтэлсэн: 2021-01-12 13:41,Шарын голд 30м2 байр,4000000.0,Улаанбаатар,,,425,1
Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,30.0 м²,10,Лизинггүй,Баянзүрх,2,14-р хороолол,4339247,Нийтэлсэн: 2021-01-12 14:17,Грийн ресорт хотхонд 1 өрөө байр 30м2,55000000.0,Улаанбаатар,,,293,1
Паркет,1 тагттай,2021,Байхгүй,Вакум,12,Бүргэд,30.0 м²,4,Лизинггүй,Хан-Уул,1,19-р хороолол,4626067,Нийтэлсэн: 2021-01-12 14:28,Худүүрэгт мишээл цогцолбор хотхонд 1 өрөө байр,57000000.0,Улаанбаатар,,,196,1
Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,35.64 м²,7,Лизинггүй,Сонгино Хайрхан,2,21-р хороолол,4626093,Нийтэлсэн: 2021-01-12 14:39,Нэг өрөө байр 35.64м2,56000000.0,Улаанбаатар,,,264,1
Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,36.0 м²,1,Лизинггүй,Баянгол,2,"3, 4 хороолол",4451476,Нийтэлсэн: 2021-01-12 14:54,"3,4-р хорооллын эцэст 1 өрөө",67000000.0,Улаанбаатар,,,428,6
Паркет,Тагтгүй,2013,Байхгүй,Вакум,5,Бүргэд,38.0 м²,4,Лизинггүй,Хан-Уул,1,Viva city,4533027,Нийтэлсэн: 2021-01-12 11:41,1 өрөө 38m2 вива сити хотхон,57000000.0,Улаанбаатар,,,384,1
Цемент,1 тагттай,2008,Байхгүй,Вакум,6,Бүргэд,32.5 м²,4,Лизинггүй,Баянзүрх,3,16-р хороолол,4555962,Нийтэлсэн: 2021-01-12 14:56,Офицерт 1 өрөө байр,53000000.0,Улаанбаатар,,,534,1
Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,31.0 м²,6,Лизинггүй,Баянгол,2,10-р хороолол,4626265,Нийтэлсэн: 2021-01-12 15:32,10-р хороолол голден парк хотхонд 1 өрөө байр,48000000.0,Улаанбаатар,,,163,3
Паркет,1 тагттай,2013,Байхгүй,Вакум,10,Бүргэд,31.7 м²,7,Лизинггүй,Сонгино Хайрхан,2,Бусад,4626390,Нийтэлсэн: 2021-01-12 16:33,1 өрөө,50000000.0,Улаанбаатар,,,330,1
Паркет,1 тагттай,2006,Байхгүй,Вакум,9,Бүргэд,40.3 м²,8,Лизинггүй,Баянгол,3,Гандан,4542219,Нийтэлсэн: 2021-01-12 16:52,Монголын үндэсний их сургуулийн баруун талд 1 өрөө байр,78000000.0,Улаанбаатар,,,304,7
Паркет,1 тагттай,2010,Байхгүй,Модон вакум,6,Бүргэд,56.0 м²,4,Лизинггүй,Баянзүрх,2,Офицер,4515646,Нийтэлсэн: 2021-01-12 17:23,Офицерт 1 өрөө байр 56м2,75000000.0,Улаанбаатар,,,70,1
